0.000341088 0 0
0.000530407 0 0
0.000719726 0 0
0.000909045 0 0
0.00109836 0 0
0.00128768 0 0
0.001477 0 0
0.00166632 0 0
0.00185564 0 0
0.00204496 0 0
0.00223428 0 0
0.0024236 0 0
0.00261292 0 0
0.00280224 0 0
0.00299155 0 0
0.00318087 0 0
0.00337019 0 0
0.00355951 0 0
0.00374883 0 0
0.00393815 0 0
0.00412747 0 0
0.00431679 0 0
0.00450611 0 0
0.00469543 0 0
0.00488474 0 0
0.00507406 0 0
0.00526338 0 0
0.0054527 446.062 4.94191
0.00564202 1140.85 97.2005
0.00583134 2017.92 171.947
0.00602066 2320.36 127.158
0.00620998 2210.73 90.8321
0.0063993 2093.67 76.652
0.00658862 2107.72 67.7736
0.00677793 2013.53 66.598
0.00696725 1864.1 52.2858
0.00715657 1687.79 49.5482
0.00734589 1575.36 36.1098
0.00753521 1427.18 32.9657
0.00772453 1290.97 28.6093
0.00791385 1202.98 21.7612
0.00810317 1094.32 19.4531
0.00829249 1017.52 17.4409
0.00848181 942.381 13.0332
0.00867113 873.469 11.2322
0.00886044 821.132 9.86813
0.00904976 757.693 8.2511
0.00923908 706.865 6.69275
0.0094284 658.18 6.00334
0.00961772 618.714 5.57801
0.00980704 581.636 5.26324
0.00999636 545.813 4.68895
0.0101857 512.557 4.0263
0.010375 479.684 3.7666
0.0105643 454.86 3.25584
0.0107536 429.374 3.00622
0.010943 405.136 2.558
0.0111323 383.046 2.36487
0.0113216 357.786 2.16914
0.0115109 340.693 1.9139
0.0117002 321.406 1.80106
0.0118895 305.31 1.70503
0.0120789 290.685 1.54074
0.0122682 274.171 1.45897
0.0124575 262.45 1.34403
0.0126468 249.797 1.283
0.0128361 239.106 1.17459
0.0130255 229.218 1.06244
0.0132148 219.332 1.04938
0.0134041 209.297 0.952502
0.0135934 200.196 0.918282
0.0137827 192.028 0.762304
0.0139721 183.6 0.698566
0.0141614 177.001 0.664384
0.0143507 170.442 0.6273
0.01454 164.658 0.560253
0.0147293 159.42 1.09194
0.0149187 153.416 0.951451
0.015108 148.111 0.52306
0.0152973 142.996 0.479459
0.0154866 138.546 0.452477
0.0156759 134.001 0.44698
0.0158652 129.584 0.422916
0.0160546 125.726 0.405898
0.0162439 121.936 0.389177
0.0164332 119.425 0.400713
0.0166225 114.974 0.376193
0.0168118 111.236 0.362327
0.0170012 107.94 0.336005
0.0171905 104.877 0.351048
0.0173798 102.86 0.365497
0.0175691 100.419 0.340114
0.0177584 98.0069 0.31478
0.0179478 95.3689 0.318533
0.0181371 92.2692 0.323415
0.0183264 90.3397 0.298983
0.0185157 88.9982 0.297993
0.018705 86.6395 0.297569
0.0188944 84.4325 0.280546
0.0190837 83.0895 0.275529
0.019273 81.6746 0.278036
0.0194623 80.2584 0.259133
0.0196516 78.5192 0.255123
0.0198409 76.6838 0.25715
0.0200303 75.1569 0.259167
0.0202196 74.1684 0.249366
0.0204089 73.0458 0.247723
0.0205982 71.8092 0.256124
0.0207875 70.377 0.225392
0.0209769 69.114 0.216372
0.0211662 68.2967 0.22599
0.0213555 67.2388 0.23483
0.0215448 65.8724 0.221277
0.0217341 64.6925 0.207442
0.0219235 63.6174 0.202103
0.0221128 62.7923 0.21542
0.0223021 62.197 0.211805
0.0224914 61.3522 0.210765
0.0226807 60.8082 0.219536
0.0228701 60.283 0.204682
0.0230594 59.8239 0.19521
0.0232487 58.902 0.186822
0.023438 58.2942 0.197059
0.0236273 57.9584 0.189194
0.0238166 57.2035 0.198865
0.024006 56.5746 0.19081
0.0241953 55.5807 0.180665
0.0243846 54.6154 0.173232
0.0245739 54.0135 0.173774
0.0247632 53.3779 0.176985
0.0249526 53.2057 0.176583
0.0251419 52.5429 0.165903
0.0253312 52.0625 0.178794
0.0255205 51.4254 0.164821
0.0257098 50.7209 0.157929
0.0258992 50.1034 0.168196
0.0260885 49.825 0.165401
0.0262778 49.9251 0.172253
0.0264671 49.8971 0.166122
0.0266564 49.1629 0.162986
0.0268458 48.85 0.170469
0.0270351 48.3982 0.166104
0.0272244 47.6663 0.162246
0.0274137 47.2482 0.162452
0.027603 47.0295 0.158276
0.0277923 46.6694 0.153105
0.0279817 46.5457 0.15265
0.028171 46.011 0.151927
0.0283603 45.6423 0.154792
0.0285496 45.4948 0.151774
0.0287389 45.3504 0.151631
0.0289283 45.1397 0.149476
0.0291176 44.9546 0.149939
0.0293069 44.5477 0.140075
0.0294962 44.1153 0.144963
0.0296855 43.621 0.151585
0.0298749 43.5652 0.15095
0.0300642 43.1331 0.146832
0.0302535 43.1952 0.139413
0.0304428 43.301 0.144169
0.0306321 43.0878 0.145606
0.0308215 42.7281 0.145095
0.0310108 42.4489 0.148535
0.0312001 42.3065 0.142755
0.0313894 42.0349 0.142581
0.0315787 41.6999 0.142731
0.031768 41.495 0.145671
0.0319574 41.5128 0.139105
0.0321467 41.2495 0.141779
0.032336 41.3058 0.141974
0.0325253 41.1113 0.134413
0.0327146 40.7863 0.137274
0.032904 40.3616 0.135284
0.0330933 40.2407 0.129999
0.0332826 40.2216 0.134071
0.0334719 39.7563 0.13615
0.0336612 39.7678 0.133922
0.0338506 39.8297 0.126665
0.0340399 39.5999 0.12924
0.0342292 39.6259 0.127826
0.0344185 39.5143 0.134451
0.0346078 39.613 0.129791
0.0347972 39.4284 0.129418
0.0349865 39.2053 0.12862
0.0351758 39.115 0.125781
0.0353651 38.9542 0.128233
0.0355544 38.8034 0.125551
0.0357437 38.5816 0.119063
0.0359331 38.5537 0.123995
0.0361224 38.3489 0.125731
0.0363117 38.2955 0.125613
0.036501 38.4718 0.118658
0.0366903 38.2988 0.119994
0.0368797 38.3448 0.125794
0.037069 38.2154 0.12384
0.0372583 38 0.119968
0.0374476 37.933 0.118492
0.0376369 37.8318 0.122004
0.0378263 37.6289 0.122367
0.0380156 37.7411 0.120505
0.0382049 37.7559 0.11773
0.0383942 37.5901 0.116347
0.0385835 37.3889 0.119878
0.0387729 37.122 0.122067
0.0389622 37.0447 0.117063
0.0391515 37.2026 0.117125
0.0393408 37.1231 0.117618
0.0395301 37.0172 0.115473
0.0397194 36.9395 0.113399
0.0399088 37.0894 0.115194
0.0400981 37.1185 0.117069
0.0402874 36.7088 0.119669
0.0404767 36.6126 0.11708
0.040666 36.7473 0.113209
0.0408554 36.6728 0.111805
0.0410447 36.4851 0.110688
0.041234 36.3817 0.110881
0.0414233 36.3729 0.110862
0.0416126 36.3444 0.111653
0.041802 36.2378 0.111776
0.0419913 36.1099 0.10934
0.0421806 35.9663 0.10845
0.0423699 35.7857 0.108164
0.0425592 35.8106 0.1018
0.0427486 35.8418 0.103917
0.0429379 35.9101 0.10653
0.0431272 35.9384 0.106441
0.0433165 36.0121 0.107798
0.0435058 35.7725 0.108301
0.0436951 35.6727 0.109594
0.0438845 35.6595 0.10893
0.0440738 35.7351 0.108354
0.0442631 35.647 0.110315
0.0444524 35.5258 0.109566
0.0446417 35.4359 0.103861
0.0448311 35.4887 0.105118
0.0450204 35.5746 0.106122
0.0452097 35.6063 0.107118
0.045399 35.5419 0.110558
0.0455883 35.3736 0.105502
0.0457777 35.2303 0.102272
0.045967 35.0831 0.101533
0.0461563 35.1001 0.105631
0.0463456 35.1815 0.103832
0.0465349 35.1786 0.106073
0.0467243 34.9414 0.10636
0.0469136 34.9319 0.10737
0.0471029 34.9142 0.109702
0.0472922 34.9235 0.107163
0.0474815 34.9253 0.108981
0.0476708 34.8108 0.101919
0.0478602 34.87 0.102105
0.0480495 34.789 0.102957
0.0482388 34.7728 0.105138
0.0484281 34.7368 0.101723
0.0486174 34.5409 0.0996453
0.0488068 34.5809 0.0987508
0.0489961 34.706 0.101552
0.0491854 34.86 0.100374
0.0493747 34.8813 0.102313
0.049564 34.8374 0.1022
0.0497534 34.7749 0.0992432
0.0499427 34.4708 0.0991223
0.050132 34.2447 0.098361
0.0503213 34.3156 0.100039
0.0505106 34.4051 0.101154
0.0506999 34.3501 0.101116
0.0508893 34.2769 0.101254
0.0510786 34.2391 0.0996217
0.0512679 34.4101 0.101718
0.0514572 34.5566 0.102086
0.0516465 34.4454 0.0967365
0.0518359 34.5381 0.0951044
0.0520252 34.4347 0.095027
0.0522145 34.5658 0.0956417
0.0524038 34.5992 0.0986592
0.0525931 34.2733 0.0961425
0.0527825 34.2685 0.0999801
0.0529718 34.3768 0.097702
0.0531611 34.3729 0.0957244
0.0533504 34.4651 0.0973731
0.0535397 34.5006 0.0980613
0.0537291 34.0675 0.0962352
0.0539184 33.9506 0.0950836
0.0541077 33.979 0.0954115
0.054297 34.2402 0.0958841
0.0544863 34.3684 0.0953095
0.0546756 34.3427 0.0979532
0.054865 34.241 0.0946444
0.0550543 34.019 0.0947042
0.0552436 33.9705 0.0951399
0.0554329 33.9981 0.0953147
0.0556222 34.0989 0.0950703
0.0558116 34.0977 0.0984507
0.0560009 34.116 0.0946329
0.0561902 33.9834 0.0942132
0.0563795 33.891 0.0906677
0.0565688 33.8442 0.0933334
0.0567582 33.8059 0.0917603
0.0569475 33.8512 0.094813
0.0571368 33.8712 0.0940583
0.0573261 33.9731 0.0936181
0.0575154 34.3281 0.0908713
0.0577048 34.1365 0.0915604
0.0578941 33.8723 0.090025
0.0580834 33.8933 0.0915694
0.0582727 33.9554 0.0946283
0.058462 33.7806 0.0917838
0.0586514 33.856 0.0907221
0.0588407 34.1076 0.0902926
0.05903 34.2595 0.0943035
0.0592193 33.9925 0.0923692
0.0594086 33.8025 0.0917092
0.0595979 33.7411 0.0875399
0.0597873 33.912 0.0920605
0.0599766 33.9968 0.0896025
0.0601659 33.9204 0.0898249
0.0603552 33.7874 0.0880644
0.0605445 33.7613 0.0889796
0.0607339 33.8103 0.0885851
0.0609232 33.7051 0.0869793
0.0611125 33.7741 0.0870821
0.0613018 33.5796 0.0880722
0.0614911 33.4504 0.088082
0.0616805 33.5652 0.0906741
0.0618698 33.574 0.09234
0.0620591 33.5061 0.0933358
0.0622484 33.665 0.0917269
0.0624377 33.6561 0.0880804
0.062627 33.5828 0.0866421
0.0628164 33.551 0.0890772
0.0630057 33.6199 0.0887366
0.063195 33.4435 0.0887205
0.0633843 33.4434 0.0886213
0.0635736 33.4417 0.0860539
0.063763 33.4601 0.0863862
0.0639523 33.4961 0.0872794
0.0641416 33.6195 0.0885973
0.0643309 33.5591 0.0871154
0.0645202 33.5285 0.0852588
0.0647096 33.4613 0.0876421
0.0648989 33.379 0.0888271
0.0650882 33.4182 0.0887107
0.0652775 33.6875 0.0885033
0.0654668 33.6678 0.0861899
0.0656562 33.4365 0.0865304
0.0658455 33.4397 0.0862347
0.0660348 33.5118 0.0861969
0.0662241 33.7549 0.0869922
0.0664134 33.512 0.0846627
0.0666028 33.3966 0.0840181
0.0667921 33.4733 0.0849406
0.0669814 33.6001 0.0861223
0.0671707 33.4546 0.0878347
0.06736 33.4805 0.0863318
0.0675493 33.4947 0.0867307
0.0677387 33.509 0.0837848
0.067928 33.3244 0.086269
0.0681173 33.3023 0.0848205
0.0683066 33.4035 0.0831943
0.0684959 33.4397 0.0843611
0.0686853 33.3764 0.0850924
0.0688746 33.5141 0.0841339
0.0690639 33.6958 0.0837292
0.0692532 33.6427 0.0807095
0.0694425 33.4871 0.0819445
0.0696319 33.4537 0.0827354
0.0698212 33.5771 0.0836167
0.0700105 33.4061 0.0868568
0.0701998 33.2626 0.0825563
0.0703891 33.265 0.0785298
0.0705784 33.2778 0.0801751
0.0707678 33.4712 0.0813927
0.0709571 33.4783 0.0813131
0.0711464 33.5535 0.0824557
0.0713357 33.6648 0.0841687
0.071525 33.7298 0.082926
0.0717144 33.5762 0.0833722
0.0719037 33.5068 0.0838589
0.072093 33.4459 0.0851793
0.0722823 33.144 0.0816145
0.0724716 33.2003 0.080873
0.072661 33.4239 0.0823108
0.0728503 33.4617 0.0847001
0.0730396 33.3846 0.0833069
0.0732289 33.3397 0.082666
0.0734182 33.1949 0.0800749
0.0736076 33.0353 0.0793072
0.0737969 33.029 0.0801555
0.0739862 33.2971 0.0833737
0.0741755 33.2908 0.0823905
0.0743648 33.2029 0.080538
0.0745542 33.2512 0.0806253
0.0747435 33.357 0.0805225
0.0749328 33.4511 0.0802759
0.0751221 33.4535 0.0787553
0.0753114 33.4687 0.0810231
0.0755007 33.3975 0.0814924
0.0756901 33.3148 0.0782169
0.0758794 33.479 0.07885
0.0760687 33.3315 0.0797537
0.076258 33.2206 0.0796077
0.0764473 33.3248 0.0791863
0.0766367 33.3116 0.0773209
0.076826 33.1903 0.0787369
0.0770153 33.1702 0.0790094
